"Story","Title","Result","Date","Stability","Duration (s)"
"CASO0001 Crear Cuenta","Iniciar sesion dentro portal movilidad","PENDING","2024-06-01T11:37:21.46348-05:00[America/Bogota]","0.0","6.0"
