"Story","Title","Result","Date","Stability","Duration (s)"
"CASO0001 Crear Cuenta","Crear cuenta de usuario dentro portal movilidad","FAILURE","2024-06-01T11:23:48.55108-05:00[America/Bogota]","0.0","16.85"
