"Story","Title","Result","Date","Stability","Duration (s)"
"CASO0001 Crear Cuenta","Crear cuenta de usuario dentro portal movilidad","ERROR","2024-06-01T11:03:47.7417811-05:00[America/Bogota]","0.0","11.07"
