"Story","Title","Result","Date","Stability","Duration (s)"
"CASO0001 Crear Cuenta","Crear cuenta de usuario dentro portal movilidad","ERROR","2024-06-01T10:52:30.7802288-05:00[America/Bogota]","0.0","12.24"
