"Story","Title","Result","Date","Stability","Duration (s)"
"CASO0001 Crear Cuenta","Crear cuenta de usuario dentro portal movilidad","FAILURE","2024-06-01T10:34:39.6875917-05:00[America/Bogota]","0.0","26.45"
